price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age,estimate_msrp,predicted_price,gap_ratio,price_class
17788,mazda,mazda6,good,4 cylinders,gas,61244.0,clean,automatic,JM1GL1V55H1104666,fwd,sedan,red,4.0,24500.0,17591.86,0.011149474813919586,1
44990,chevrolet,corvettestingray,good,8 cylinders,gas,22973.0,clean,other,1G1YF2D7XE5108892,rwd,coupe,black,7.0,67800.0,44936.0,0.0012017090973829446,1
36990,toyota,4runnersr5sportutility,good,6 cylinders,gas,21415.0,clean,other,JTEBU5JR4J5589139,4wd,other,silver,3.0,39800.0,36961.76,0.0007640328815510398,1
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0,48900.0,38006.0,-0.0004209861600799874,1
32590,cadillac,cts36luxurysedan4d,good,6 cylinders,gas,21335.0,clean,other,1G6AR5SS8J0137892,rwd,sedan,black,3.0,49190.0,32930.0,-0.01032493167324628,1
23395,nissan,roguesvawd,excellent,4 cylinders,gas,28567.0,clean,automatic,JN8AT2MV4LW103960,4wd,SUV,blue,1.0,29990.0,23240.21,0.00666043895472549,1
6495,honda,crvex,excellent,4 cylinders,gas,253608.0,clean,automatic,JHLRE48598C004819,4wd,SUV,custom,13.0,26920.0,6500.6,-0.0008614589422515404,1
32619,ram,1500,excellent,8 cylinders,gas,89199.0,clean,automatic,1C6RR7NT8GS132454,4wd,pickup,blue,5.0,45000.0,32526.76,0.0028358188765189524,1
69950,ford,f5504x4crewcab,like new,10 cylinders,gas,21000.0,clean,automatic,1FD0W5HY4GEB43595,4wd,truck,red,5.0,80000.0,66994.87,0.04410979527238436,1
46567,acura,mdx,like new,6 cylinders,gas,18280.0,clean,automatic,5J8YD4H08LL022416,4wd,SUV,white,1.0,58000.0,48136.55,-0.03260620048590941,1
29990,ford,superdutyf450drw,good,8 cylinders,diesel,137481.0,clean,automatic,1FD0X4HT9BEC31739,4wd,truck,white,10.0,60800.0,30245.25,-0.008439341714814723,1
8495,honda,accordlxp,excellent,4 cylinders,gas,70316.0,clean,automatic,1HGCP2F45CA012580,fwd,sedan,blue,9.0,24950.0,9470.49,-0.10300311810687723,0
5995,toyota,4runnersr5,excellent,6 cylinders,gas,241810.0,clean,automatic,JTEZU14R268048275,rwd,SUV,black,15.0,29800.0,7015.04,-0.14540758142505245,0
36990,ford,f150supercrewcabxlt,good,6 cylinders,other,15443.0,clean,automatic,1FTEW1EG9HFC85502,4wd,pickup,red,4.0,40500.0,36709.23,0.0076484851357545985,1
3495,pontiac,grandprix,good,6 cylinders,gas,102000.0,clean,automatic,2G2WP552X61310283,fwd,sedan,blue,15.0,25700.0,4865.05,-0.28161067203831414,0
12999,ford,mustang,excellent,6 cylinders,gas,100285.0,clean,automatic,1ZVBP8EM5E5219932,rwd,convertible,brown,7.0,27765.0,14177.18,-0.08310397413307867,1
7999,dodge,grandcaravan,excellent,6 cylinders,gas,151220.0,clean,automatic,2D4RN4DE7AR146637,fwd,mini-van,blue,11.0,25700.0,7545.6,0.060087998303647104,1
12995,subaru,impreza,excellent,4 cylinders,gas,52355.0,clean,automatic,JF1GJAC61CH031173,4wd,sedan,white,9.0,21995.0,12482.44,0.041062484578335605,1
3995,kia,sedona,excellent,6 cylinders,gas,118179.0,clean,automatic,KNDMB233776173681,fwd,mini-van,black,14.0,29100.0,4428.89,-0.09796811390664485,1
14995,ford,escape,excellent,4 cylinders,gas,64082.0,clean,automatic,1FMCU9HX1DUA08089,4wd,SUV,white,8.0,29210.0,15532.08,-0.03457875571076121,1
7500,jeep,patriot,excellent,4 cylinders,gas,143000.0,clean,automatic,1J4NT2GB3AD554041,fwd,SUV,white,11.0,20500.0,7001.28,0.07123268887974774,1
40995,chevrolet,silverado1500,good,8 cylinders,gas,61418.0,clean,automatic,3GCUKSEC2HG280652,4wd,truck,grey,4.0,48500.0,40510.67,0.011955615643977298,1
30995,volkswagen,atlas,like new,6 cylinders,gas,28812.0,clean,automatic,1V2CR2CA1JC558389,fwd,SUV,white,3.0,35700.0,29822.12,0.03932919591229601,1
38990,chevrolet,silverado2500hd,good,8 cylinders,other,72410.0,clean,other,1GC2KVEG7GZ327653,4wd,pickup,black,5.0,48775.0,38866.05,0.0031891586616081924,1
52995,rover,sport,excellent,8 cylinders,gas,53739.0,clean,automatic,SALWV2EF9GA552226,4wd,SUV,black,5.0,108000.0,47424.16,0.11746839585561444,2
17000,chevrolet,trax,good,4 cylinders,gas,14898.0,clean,automatic,3GNCJNSB9KL333431,4wd,SUV,grey,2.0,22000.0,16651.75,0.020913717777410783,1
42590,mercedes-benz,slclasssl400,good,6 cylinders,gas,24048.0,clean,other,WDDJK6FA7FF036233,rwd,convertible,black,6.0,103600.0,44648.14,-0.04609688107948057,1
12995,ford,escape,excellent,4 cylinders,gas,112054.0,clean,automatic,1FMCU9GX8EUB63127,4wd,SUV,black,7.0,25800.0,12186.23,0.06636753122171504,1
3985,toyota,avalon,excellent,6 cylinders,gas,261193.0,clean,automatic,4T1BK36B17U226205,fwd,sedan,black,14.0,30600.0,4327.99,-0.07924925889385137,1
15500,chevrolet,cruze,new,4 cylinders,gas,32000.0,clean,automatic,1G1PC5SB5F7110505,fwd,sedan,blue,6.0,19500.0,13717.22,0.12996656756981376,2
15157,jeep,renegade,excellent,4 cylinders,gas,106457.0,clean,automatic,ZACCJBDT6GPD36248,4wd,SUV,white,5.0,27395.0,15583.21,-0.027350590796119616,1
6499,hyundai,elantra,good,4 cylinders,gas,129450.0,clean,automatic,KMHDH4AE3CU345415,fwd,sedan,silver,9.0,18500.0,6505.54,-0.0010052970237674295,1
32590,chrysler,pacificalimited,good,6 cylinders,gas,35350.0,clean,other,2C4RC1GG1LR115207,fwd,van,silver,1.0,40500.0,31597.53,0.03140973360892453,1
18995,toyota,rav4,like new,4 cylinders,gas,68086.0,clean,automatic,JTMBFREV7HJ146756,4wd,SUV,blue,4.0,29500.0,19423.9,-0.022081044486431736,1
5995,honda,element,excellent,4 cylinders,gas,233824.0,clean,automatic,5J6YH28636L026741,4wd,wagon,black,15.0,24000.0,5798.28,0.03392730257938566,1
16995,ford,flexselawd,like new,6 cylinders,gas,84787.0,clean,automatic,2FMHK6C88EBD08021,4wd,SUV,red,7.0,36700.0,16271.07,0.04449184964479904,1
7995,honda,accord,excellent,4 cylinders,gas,151000.0,clean,automatic,1HGCP2F3XAA020064,fwd,sedan,red,11.0,22000.0,7181.35,0.11330042401498319,2
30990,chevrolet,suburban1500ltz,good,8 cylinders,other,87922.0,clean,other,1GNSKKE74ER102173,4wd,other,white,7.0,65000.0,31169.6,-0.0057620245367280476,1
8200,nissan,altima,excellent,4 cylinders,gas,145000.0,clean,automatic,1N4AL3AP8FC000000,fwd,sedan,brown,6.0,22000.0,8742.93,-0.06209931910698133,1
14950,ford,explorer,excellent,6 cylinders,gas,117764.0,clean,automatic,1FM5K8D84DGC71103,4wd,SUV,blue,8.0,38000.0,14910.71,0.0026350187214425657,1
19995,chevrolet,camaro,excellent,6 cylinders,gas,99720.0,clean,automatic,2G1FB1E3XE9230034,rwd,coupe,yellow,7.0,28000.0,18401.38,0.08660328736214343,1
13404,chevrolet,malibult,excellent,4 cylinders,gas,102265.0,clean,automatic,1G1ZE5ST0HF284583,fwd,sedan,silver,4.0,24000.0,13084.72,0.02440098068586876,1
15900,jeep,wranglerunlimited,excellent,6 cylinders,gas,171117.0,clean,automatic,1J4BA5H13BL507308,4wd,SUV,silver,10.0,30990.0,16071.02,-0.010641514975402958,1
25990,mercedes-benz,eclasse550,good,8 cylinders,gas,42045.0,clean,automatic,WDDKJ7DB6DF216826,rwd,coupe,white,8.0,69000.0,25990.0,0.0,1
41990,ford,mustanggtcoupe2d,good,8 cylinders,gas,561.0,clean,other,1FA6P8CFXL5169606,rwd,coupe,white,1.0,42900.0,41990.0,0.0,1
6900,toyota,highlanderlimitedawd,excellent,6 cylinders,gas,151640.0,clean,automatic,JTEHF21A130123875,4wd,SUV,red,18.0,29000.0,7183.05,-0.03940526656503855,1
11995,toyota,camry,excellent,4 cylinders,gas,129043.0,clean,automatic,4T1BF1FKXGU124572,fwd,sedan,grey,5.0,24200.0,11971.67,0.0019487673816601966,1
20995,chevrolet,silverado1500,excellent,8 cylinders,gas,92001.0,clean,automatic,1GCRKSE32BZ232503,4wd,truck,blue,10.0,37500.0,21486.01,-0.022852544516175802,1
17900,chevrolet,tahoe,excellent,8 cylinders,gas,118749.0,clean,automatic,1GNSKBE06CR143727,4wd,SUV,black,9.0,40885.0,18736.63,-0.0446521065954764,1
10950,honda,odyssey,excellent,6 cylinders,gas,157211.0,clean,automatic,5FNRL5H67CB077992,fwd,mini-van,grey,9.0,36740.0,11431.39,-0.04211123931560374,1
26995,dodge,charger,good,6 cylinders,gas,40433.0,clean,automatic,2C3CDXBG6KH724489,rwd,sedan,black,2.0,29495.0,25570.9,0.0556922126323281,1
32590,lexus,rx350sportutility4d,good,6 cylinders,gas,20425.0,clean,other,2T2ZZMCA7HC068818,fwd,other,blue,4.0,42950.0,32568.1,0.0006724371394094668,1
18750,jeep,compass,excellent,4 cylinders,gas,25151.0,clean,automatic,3C4NJDBBXJT456942,4wd,SUV,black,3.0,30430.0,20107.23,-0.06749960088982916,1
31990,ford,mustanggtcoupe2d,good,8 cylinders,gas,19043.0,clean,automatic,1FA6P8CF5H5237592,rwd,coupe,silver,4.0,39700.0,32376.4,-0.011934619043500867,1
20067,honda,civic,excellent,4 cylinders,gas,19150.0,clean,automatic,SHHFK7H43JU227690,fwd,hatchback,silver,3.0,21900.0,19131.89,0.04887703201304213,1
8995,dodge,journey,good,6 cylinders,gas,175465.0,clean,automatic,3C4PDDEGXFT660820,4wd,SUV,red,6.0,30500.0,9276.32,-0.030326681270158827,1
18495,subaru,forester25ipremium,good,4 cylinders,gas,57078.0,clean,automatic,JF2SJAEC0JH451044,4wd,SUV,blue,3.0,28500.0,18709.83,-0.011482199464132049,1
14895,audi,a6,excellent,6 cylinders,gas,136381.0,clean,automatic,WAUBGAFC7CN011688,4wd,sedan,white,9.0,50000.0,14351.03,0.03790459639482318,1
13900,nissan,sentra,excellent,4 cylinders,gas,45627.0,clean,automatic,3N1AB7AP2GY283975,fwd,sedan,white,5.0,18490.0,13875.93,0.0017346585057722047,1
9995,chevrolet,silveradoutility,good,8 cylinders,gas,191454.0,clean,automatic,1GBHC34KX8E209434,rwd,truck,white,13.0,33500.0,10194.95,-0.01961265136170366,1
34990,ford,mustanggtpremium,good,8 cylinders,gas,18650.0,clean,other,1FATP8FF5J5115190,rwd,convertible,black,3.0,42995.0,34983.3,0.00019151995380644734,1
11450,chevrolet,silverado15004x4extlt,good,8 cylinders,gas,192885.0,clean,automatic,2GCFK19Y481305424,4wd,pickup,brown,13.0,33500.0,11030.36,0.03804408922283583,1
22900,jeep,grandcherokee,excellent,6 cylinders,gas,72000.0,clean,automatic,1C4RJFAG2GC365601,4wd,SUV,grey,5.0,36800.0,22668.01,0.010234246411573033,1
19991,honda,civic,excellent,other,other,21333.0,clean,automatic,19XFC2F67KE203714,fwd,sedan,black,2.0,21500.0,19142.42,0.04432981827793987,1
29900,ford,expeditionplatinum4x4gas,excellent,6 cylinders,gas,72849.0,rebuilt,automatic,1FMJU1MT8HEA72402,4wd,SUV,white,4.0,74000.0,30672.65,-0.02519019386978306,1
13995,ford,explorersporttrac,excellent,6 cylinders,gas,93155.0,clean,automatic,1FMEU51E19UA05680,4wd,pickup,white,12.0,30950.0,13711.5,0.020676074827699377,1
23995,hyundai,tucsonlimited,excellent,4 cylinders,gas,36699.0,clean,automatic,KM8J3CA26GU031622,4wd,SUV,orange,5.0,24900.0,21818.14,0.09977294123147072,1
18900,volkswagen,tiguan,good,4 cylinders,gas,25386.0,clean,automatic,WVGBV7AX3GW589532,4wd,SUV,black,5.0,28500.0,19110.45,-0.01101229955338575,1
6497,chevrolet,impala,good,6 cylinders,gas,112079.0,clean,automatic,2G1WA5EK8A1192426,fwd,sedan,silver,11.0,22800.0,6769.7,-0.04028243496757609,1
13995,kia,soul,excellent,4 cylinders,gas,52667.0,clean,automatic,KNDJP3A56H7461704,fwd,sedan,blue,4.0,21800.0,13910.07,0.006105648641595642,1
6995,subaru,impreza,excellent,4 cylinders,gas,76539.0,clean,automatic,JF1GJAA6XCH029831,4wd,sedan,blue,9.0,18200.0,8632.56,-0.18969575653108692,0
16995,nissan,altima,like new,4 cylinders,gas,30674.0,clean,automatic,1N4AL3APXHC168348,fwd,sedan,white,4.0,23200.0,15355.09,0.10679911351870942,2
26990,nissan,titansinglecabsv,good,8 cylinders,gas,41335.0,clean,other,1N6AA1R84HN570756,4wd,pickup,red,4.0,39380.0,27276.16,-0.01049121283934395,1
17900,ford,fusion,excellent,4 cylinders,gas,29302.0,clean,automatic,3FA6P0CDXKR270365,fwd,sedan,silver,2.0,26120.0,18701.61,-0.0428631545626286,1
30990,infiniti,qx6035sportutility,good,6 cylinders,gas,22821.0,clean,automatic,5N1DL0MN5JC501394,fwd,SUV,blue,3.0,48000.0,31486.92,-0.015781791296195318,1
34590,chevrolet,silverado1500double,good,6 cylinders,gas,29499.0,clean,other,1GCVKREH6GZ228691,4wd,pickup,silver,5.0,40000.0,34590.0,0.0,1
11200,subaru,impreza,excellent,4 cylinders,gas,41000.0,clean,automatic,JF1GJAA63FH013541,4wd,sedan,white,6.0,18995.0,11428.07,-0.019957000613401887,1
38590,chevrolet,corvettegrandsport,good,8 cylinders,gas,30237.0,clean,other,1G1YR3DW3B5102190,rwd,other,red,10.0,56400.0,38590.0,0.0,1
4200,honda,civiclxsedan,good,4 cylinders,gas,117468.0,clean,automatic,2HGES16584H517171,fwd,sedan,grey,17.0,18500.0,4441.87,-0.05445229148984547,1
33990,jeep,wranglerunlimitedsahara,good,6 cylinders,other,34152.0,clean,other,1C4HJWEG5HL696454,4wd,SUV,white,4.0,38500.0,33990.0,0.0,1
8600,honda,element,good,4 cylinders,gas,164200.0,clean,automatic,5J6YH28708L007107,4wd,SUV,blue,13.0,25870.0,8050.31,0.06828184256258449,1
37950,ram,1500,excellent,8 cylinders,gas,12092.0,clean,automatic,1C6RR7LT9JS117309,4wd,pickup,white,3.0,40800.0,37422.42,0.014097965871795619,1
6395,honda,accordcpe,good,4 cylinders,gas,133413.0,clean,automatic,1HGCS1B31BA009602,fwd,coupe,white,10.0,23375.0,7088.56,-0.09784215694019666,1
30590,dodge,challengerrtcoupe2d,good,8 cylinders,gas,5720.0,clean,other,2C3CDZBT2GH316605,rwd,coupe,black,5.0,33500.0,30818.0,-0.007398273736128237,1
29811,chevrolet,colorado,excellent,6 cylinders,gas,15492.0,clean,automatic,1GCGTCEN7K1170087,4wd,truck,red,2.0,38500.0,30972.4,-0.03749790135733755,1
45425,ford,f250sd,excellent,8 cylinders,diesel,89437.0,clean,automatic,1FT7W2BT6FEA39431,4wd,pickup,red,6.0,50000.0,41680.99,0.08982536163368486,1
34590,ford,mustanggtpremium,good,8 cylinders,gas,30970.0,clean,other,1FATP8FF6F5341651,rwd,other,white,6.0,41000.0,34590.0,0.0,1
41590,cadillac,xt5premiumluxury,good,6 cylinders,gas,4060.0,clean,other,1GYKNCRS3LZ161808,fwd,SUV,black,1.0,55000.0,44089.11,-0.05668315826742705,1
7985,toyota,highlander,excellent,6 cylinders,gas,120061.0,clean,automatic,JTEEP21A950114389,4wd,SUV,black,16.0,29800.0,8248.23,-0.031913513565940764,1
27995,mercedes-benz,gle,like new,6 cylinders,gas,74414.0,clean,automatic,4JGDA5HB3GA631083,4wd,SUV,white,5.0,58800.0,28958.83,-0.03328276729412071,1
46900,chevrolet,silverado3500hd,excellent,8 cylinders,diesel,138000.0,clean,automatic,1GC4K0E86FF139095,4wd,truck,red,6.0,61500.0,46960.95,-0.0012978868613176926,1
16995,chevrolet,silverado1500,excellent,6 cylinders,gas,111313.0,clean,automatic,1GCRCPEX7CZ253586,rwd,pickup,grey,9.0,25200.0,15531.07,0.09425815478263895,1
7000,honda,accord,good,6 cylinders,gas,170000.0,clean,automatic,1HGCS22888A006691,fwd,coupe,red,13.0,27850.0,6592.21,0.06185937644583531,1
36495,ford,f350xl4x4f350,excellent,8 cylinders,diesel,179232.0,clean,automatic,1FT8W3BT8HEE81933,4wd,pickup,white,4.0,71620.0,40252.42,-0.09334643730737179,1
8999,ford,focus,excellent,4 cylinders,gas,68974.0,clean,automatic,1FADP3F20EL200329,fwd,sedan,grey,7.0,19900.0,8825.14,0.019700537328586357,1
43590,lincoln,navigatorlselectsport,good,6 cylinders,gas,28475.0,clean,automatic,5LMJJ3JT1HEL08409,4wd,other,black,4.0,76700.0,45819.98,-0.04866828837550787,1
8990,mazda,mazda3itouring,excellent,4 cylinders,gas,83817.0,clean,automatic,JM1BL1V87C1691319,fwd,sedan,white,9.0,19630.0,8952.96,0.0041371792122382855,1
12995,chevrolet,cruzelt,like new,4 cylinders,gas,61127.0,clean,automatic,1G1BE5SM0G7266569,fwd,sedan,silver,5.0,19300.0,12982.73,0.0009451016850847578,1
55977,chevrolet,silverado2500hdcrewcab,excellent,8 cylinders,diesel,72698.0,clean,automatic,1GC1KWE88FF651527,4wd,pickup,black,6.0,61500.0,51105.96,0.09531256237041631,1
33900,ford,f350,excellent,8 cylinders,diesel,161352.0,clean,automatic,1FT8W3BT6GEA42213,4wd,pickup,white,5.0,68000.0,36071.18,-0.060191543498161144,1
10500,ford,flexlimitedawd,excellent,6 cylinders,gas,98000.0,clean,automatic,2FMHK6DC3ABD02351,4wd,SUV,black,11.0,40000.0,10823.99,-0.02993258493402154,1
31694,toyota,tacomadoublecabsr5,like new,6 cylinders,gas,55222.0,clean,automatic,5TFDZ5BN4JX037929,4wd,pickup,white,3.0,35900.0,30640.42,0.03438529889603347,1
40999,gmc,yukondenali,excellent,8 cylinders,gas,84746.0,clean,automatic,1GKS2CKJ3GR278301,4wd,SUV,black,5.0,75500.0,39856.3,0.028670498766819725,1
29990,dodge,charger,excellent,8 cylinders,gas,116887.0,clean,automatic,2C3CDXGJ9HH617451,rwd,sedan,grey,4.0,41700.0,28623.88,0.04772658353794101,1
35590,dodge,challengersrt8coupe2d,good,8 cylinders,gas,16796.0,clean,other,2B3CJ7DJ7BH589702,rwd,coupe,green,10.0,45000.0,35590.0,0.0,1
7995,jeep,liberty,excellent,6 cylinders,gas,102979.0,clean,automatic,1J8GN28K48W177668,4wd,SUV,black,13.0,24500.0,10427.69,-0.23329136174934242,0
24995,ram,1500laramie,excellent,8 cylinders,gas,70400.0,clean,automatic,1D7RV1CT5BS587670,4wd,pickup,brown,10.0,38550.0,24258.93,0.030342228614370036,1
52990,ford,superdutyf550drw,good,8 cylinders,diesel,15886.0,clean,automatic,1FDUF5HT8EEB30478,4wd,truck,white,7.0,71000.0,53340.0,-0.006561679790026247,1
19700,ford,f150fx2,excellent,8 cylinders,gas,116985.0,clean,automatic,1FTFW1CF1CFC75540,rwd,pickup,grey,9.0,32000.0,18786.98,0.048598550698409244,1
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,55000.0,29590.0,0.0,1
14995,honda,ridgeline,good,6 cylinders,gas,121715.0,rebuilt,automatic,2HJYK165X8H505634,4wd,truck,custom,13.0,31500.0,13596.39,0.10286627553343208,2
5500,ford,edge,excellent,6 cylinders,gas,167000.0,clean,automatic,2FMDK48C37BB60394,4wd,sedan,grey,14.0,29995.0,5896.81,-0.06729231567576374,1
28590,chevrolet,camarosscoupe2d,good,8 cylinders,gas,16903.0,clean,other,2G1FT1EW5A9116525,rwd,coupe,yellow,11.0,38500.0,28590.0,0.0,1
11988,gmc,terrain,excellent,4 cylinders,gas,113375.0,clean,automatic,2GKFLWEK8E6145725,4wd,SUV,black,7.0,26800.0,11992.83,-0.00040274063753091864,1
11490,volkswagen,beetlefenderedition,good,4 cylinders,gas,63730.0,clean,automatic,3VWVT7ATXDM685509,fwd,hatchback,black,8.0,24200.0,12330.7,-0.06817942209282528,1
11900,volkswagen,passat,excellent,4 cylinders,diesel,50000.0,clean,automatic,1VWBN7A36DC114243,fwd,sedan,blue,8.0,28500.0,12832.67,-0.07267934108801988,1
10895,chevrolet,suburban,excellent,8 cylinders,gas,205885.0,clean,automatic,1GNSCHE07CR221268,rwd,SUV,white,9.0,49495.0,11665.88,-0.06607988424362322,1
20590,ford,taurusselsedan4d,good,6 cylinders,other,28105.0,clean,other,1FAHP2E83HG123275,fwd,sedan,black,4.0,32900.0,22176.0,-0.07151875901875902,1
8300,dodge,avengerrt,good,6 cylinders,gas,67500.0,rebuilt,automatic,1C3CDZBG3DN502899,fwd,sedan,white,8.0,25795.0,10244.34,-0.18979651202517683,0
10490,cadillac,escalade,excellent,8 cylinders,gas,164126.0,clean,automatic,1GYFK63817R130376,4wd,SUV,black,14.0,64800.0,11105.95,-0.05546126175608576,1
13980,honda,civicex,good,4 cylinders,gas,120899.0,clean,other,19XFB2F8XEE001023,fwd,sedan,silver,7.0,22000.0,12739.75,0.09735277379854393,1
29990,chevrolet,coloradocrewcabwork,good,6 cylinders,gas,11401.0,clean,other,1GCGTBEN7J1162712,4wd,pickup,red,3.0,35300.0,30102.09,-0.0037236617125256137,1
29590,ford,expeditionxltsport,good,6 cylinders,gas,70760.0,clean,other,1FMJU1JT1HEA52352,4wd,SUV,blue,4.0,61300.0,29601.4,-0.00038511692014571794,1
27990,infiniti,qx6035sportutility,good,6 cylinders,other,26355.0,clean,other,5N1DL0MN6HC547424,fwd,other,blue,4.0,43100.0,28145.1,-0.005510728332818095,1
23590,dodge,challengerrtcoupe2d,good,8 cylinders,gas,34818.0,clean,other,2B3LJ54T09H525615,rwd,coupe,black,12.0,31745.0,23216.45,0.016089884543071798,1
11999,chrysler,200,excellent,6 cylinders,gas,72605.0,clean,automatic,1C3CCBCG9DN570682,fwd,sedan,black,8.0,26855.0,11567.35,0.0373162392423502,1
12995,audi,q5,good,4 cylinders,gas,109785.0,clean,automatic,WA1WFCFPXCA130424,4wd,SUV,black,9.0,43500.0,12203.32,0.06487414900207487,1
26600,ford,f150supercrew,excellent,8 cylinders,gas,69800.0,clean,automatic,1FTFW1EF1EFC37760,4wd,truck,grey,7.0,40500.0,28297.27,-0.05997999100266564,1
6495,honda,crvlx,excellent,4 cylinders,gas,240722.0,clean,automatic,JHLRE48317C015455,4wd,SUV,blue,14.0,25000.0,7080.44,-0.08268412697515969,1
11500,hyundai,elantra,good,4 cylinders,gas,57027.0,clean,automatic,5NPD74LF8HH185370,fwd,sedan,black,4.0,19500.0,12495.9,-0.07969814099024478,1
32990,ford,f150supercrewcabxlt,good,6 cylinders,gas,65329.0,clean,other,1FTEW1EG0FKE39342,4wd,pickup,blue,6.0,38500.0,32876.05,0.0034660489931119184,1
23950,toyota,tacomatrd,excellent,6 cylinders,gas,206840.0,clean,automatic,5TELU42N19Z602078,4wd,truck,grey,12.0,25700.0,19228.9,0.24552106464748363,2
7100,chevrolet,malibult,excellent,4 cylinders,gas,80000.0,clean,automatic,1G1ZD5EU8CF352385,fwd,sedan,white,9.0,22400.0,7690.1,-0.07673502295158714,1
5500,ford,focus,good,4 cylinders,gas,110931.0,clean,automatic,1FADP3K29EL255741,fwd,hatchback,silver,7.0,19500.0,6085.06,-0.09614695664463463,1
8899,nissan,versa,excellent,4 cylinders,gas,65511.0,clean,manual,3N1CN7AP4HL881385,fwd,sedan,black,4.0,11500.0,9318.32,-0.04499952781188022,1
22000,jeep,compasslimited,like new,4 cylinders,gas,30671.0,clean,automatic,3C4NJDCBXJT222086,4wd,SUV,silver,3.0,30800.0,23074.13,-0.04655126758842049,1
2700,ford,taurusse,excellent,6 cylinders,gas,108520.0,clean,automatic,1FAFP53273G149622,fwd,sedan,silver,18.0,18500.0,3052.15,-0.1153776845829989,0
15495,jeep,cherokee,good,4 cylinders,gas,114117.0,clean,automatic,1C4PJMDB6GW197004,4wd,SUV,white,5.0,31500.0,16058.9,-0.0351144848028196,1
7985,toyota,highlander,excellent,6 cylinders,gas,120061.0,clean,automatic,JTEEP21A950114389,4wd,SUV,black,16.0,29200.0,7935.85,0.0061934134339736305,1
9345,chevrolet,equinoxls,excellent,4 cylinders,gas,123864.0,clean,automatic,2GNALBEK4G1125199,fwd,SUV,silver,5.0,23800.0,9735.1,-0.040071493872687526,1
12999,acura,mdxshawdwtech,excellent,6 cylinders,gas,132000.0,clean,automatic,2HNYD2H64BH526667,4wd,SUV,silver,10.0,48500.0,12509.61,0.03912112368011468,1
42990,lincoln,navigatorreservesport,good,6 cylinders,gas,50680.0,clean,automatic,5LMJJ2LT3HEL02540,4wd,other,black,4.0,75775.0,43726.23,-0.016837262210805806,1
24990,chevrolet,camaroltconvertible,good,6 cylinders,gas,28068.0,clean,other,1G1FB3DSXK0111118,rwd,other,white,2.0,26995.0,25086.0,-0.003826835685242765,1
11000,ford,rangerfx4,excellent,6 cylinders,gas,163000.0,clean,automatic,1FTZR45E36PA29498,4wd,pickup,red,15.0,24625.0,9670.52,0.13747761237244735,2
11995,volkswagen,tiguan,excellent,4 cylinders,gas,103892.0,clean,automatic,WVGBV7AX5BW514730,4wd,SUV,black,10.0,28000.0,11303.07,0.06121611208282354,1
32990,ram,1500quadcabharvestpickup,good,6 cylinders,gas,29979.0,clean,other,1C6RR7GG9JS229010,4wd,pickup,black,3.0,38500.0,33062.0,-0.0021777266952997397,1
18800,ford,f350superduty,excellent,8 cylinders,diesel,205110.0,clean,automatic,1FTWW31P07EB30394,4wd,truck,white,14.0,44700.0,20224.75,-0.07044586459659576,1
5000,pontiac,g6basesedan,excellent,6 cylinders,gas,153000.0,clean,automatic,1G2ZG57NX94223724,fwd,sedan,silver,12.0,22745.0,5292.68,-0.055299016755216694,1
19995,hyundai,equus,excellent,8 cylinders,gas,36000.0,clean,automatic,KMHGH4JH9CU045689,rwd,sedan,custom,9.0,60500.0,20577.7,-0.028317061673559275,1
3995,mazda,mazda3,good,4 cylinders,gas,164211.0,clean,automatic,JM1BL1UG9C1517308,fwd,sedan,grey,9.0,184000.0,5765.76,-0.30711649461649465,0
44990,mercedes-benz,slclasssl550,good,8 cylinders,gas,39525.0,clean,automatic,WDDJK7DA4EF024841,rwd,other,white,7.0,103000.0,44715.25,0.006144436182286803,1
26999,jeep,wranglerunlimited,excellent,6 cylinders,gas,111717.0,clean,automatic,1C4BJWEG1DL645565,4wd,SUV,white,8.0,31995.0,25937.06,0.040942959610688286,1
9995,subaru,impreza,excellent,4 cylinders,gas,117450.0,clean,automatic,JF1GPAK67DH203255,4wd,wagon,blue,8.0,23600.0,10199.62,-0.020061531704122386,1
32500,ford,f250superduty,excellent,8 cylinders,diesel,165697.0,clean,other,1FT7W2BT3BEB30893,4wd,truck,white,10.0,48000.0,31296.15,0.03846639283106703,1
7999,dodge,grandcaravan,good,6 cylinders,gas,154191.0,clean,automatic,2C4RDGCG0ER227733,fwd,mini-van,blue,7.0,28500.0,8015.97,-0.002117023891057508,1
7450,toyota,siennale,good,6 cylinders,gas,142599.0,clean,automatic,5TDZK23C38S174768,fwd,mini-van,green,13.0,27170.0,7269.44,0.024838226878549162,1
31990,ford,superdutyf550drw,good,8 cylinders,diesel,59429.0,clean,automatic,1FDAW57P46ED02529,4wd,truck,red,15.0,55300.0,31990.0,0.0,1
42500,chevrolet,silverado,excellent,8 cylinders,diesel,100276.0,clean,automatic,1GC1KWE87FF644990,4wd,truck,white,6.0,61485.0,45632.93,-0.06865502609628618,1
34990,chevrolet,silverado1500double,good,8 cylinders,gas,42468.0,clean,other,1GCVKREC6GZ424294,4wd,pickup,red,5.0,42500.0,35948.56,-0.026664767656896345,1
