price,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,type,paint_color,vehicle_age,estimate_msrp,predicted_price,gap_ratio,price_class
19900,ford,explorer,excellent,6 cylinders,gas,67381.0,clean,automatic,1FM5K8D80EGC53845,4wd,SUV,black,7.0,36470.0,20336.14,-0.021446547869949727,1
17975,cadillac,escalade,good,8 cylinders,gas,78537.0,clean,automatic,1GYFK638X8R155665,4wd,SUV,blue,13.0,73795.0,17875.44,0.0055696531106367905,1
12995,jeep,cherokee,excellent,4 cylinders,gas,71591.0,clean,automatic,1C4PJLCB6GW201001,fwd,SUV,grey,5.0,23100.0,13432.06,-0.03253856817197061,1
19995,ford,explorer,good,6 cylinders,gas,117758.0,clean,automatic,1FM5K8B87JGB58194,4wd,wagon,white,3.0,40500.0,20160.91,-0.008229291237349895,1
7200,hyundai,sonatagls,excellent,4 cylinders,gas,133813.0,clean,automatic,5NPEB4AC3DH665239,fwd,sedan,silver,8.0,22450.0,7391.01,-0.025843558593480486,1
29590,chrysler,pacificatouringl,good,6 cylinders,other,40263.0,clean,other,2C4RC1BG4LR134602,fwd,van,blue,1.0,35990.0,28872.93,0.024835373479587964,1
3350,ford,fusionsel,excellent,6 cylinders,gas,174500.0,clean,automatic,3FAHP02117R156553,4wd,sedan,silver,14.0,26995.0,4321.69,-0.2248402823895281,0
34990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,1112.0,clean,other,5TFLU4EN2EX098976,4wd,pickup,white,7.0,35760.0,33566.19,0.04241798071213914,1
27995,chevrolet,silverado2500hd,good,8 cylinders,diesel,196615.0,clean,automatic,1GC1KYC83BF165510,4wd,truck,silver,10.0,56000.0,28033.1,-0.0013591076263416656,1
6750,toyota,avalonxls,excellent,6 cylinders,gas,154918.0,clean,automatic,4T1BK36B67U198482,fwd,sedan,red,14.0,33600.0,6862.93,-0.01645507093908874,1
6999,ford,explorer,excellent,6 cylinders,gas,164138.0,clean,automatic,1FMEU7DE3AUB03542,4wd,SUV,silver,11.0,32200.0,7007.24,-0.0011759266130459043,1
9000,honda,civiclx,excellent,4 cylinders,gas,133000.0,clean,automatic,2HGFB2F56DH505191,fwd,sedan,white,8.0,19600.0,8227.47,0.09389642259406607,1
5700,jeep,grandcherokeelaredo,good,6 cylinders,gas,144781.0,clean,automatic,1J4GW48S41C681638,4wd,SUV,brown,20.0,31995.0,5632.23,0.012032534182730542,1
13500,nissan,rogue,excellent,4 cylinders,gas,28189.0,salvage,automatic,KNMAT2MV1GP701211,4wd,SUV,silver,5.0,27880.0,15642.8,-0.13698314879689055,0
9999,dodge,grandcaravan,excellent,6 cylinders,gas,48888.0,clean,automatic,2C4RDGBG1JR190980,rwd,van,custom,3.0,28695.0,15425.5,-0.3517876243881884,0
8350,bmw,328iawd,excellent,6 cylinders,gas,114000.0,clean,automatic,WBAPK7C50AA462236,4wd,sedan,blue,11.0,38000.0,8334.52,0.0018573355154225513,1
17990,lexus,rx350,excellent,6 cylinders,gas,110397.0,clean,automatic,2T2BK1BAXDC188757,4wd,SUV,black,8.0,44500.0,17991.14,-6.336452275950373e-05,1
30995,ford,explorer,excellent,6 cylinders,gas,69072.0,clean,automatic,1FM5K8HT5HGC41497,4wd,SUV,grey,4.0,55800.0,30756.89,0.007741679994303734,1
32000,bmw,m6,like new,10 cylinders,gas,38000.0,clean,manual,WBSEH93568CY24274,rwd,coupe,custom,13.0,108000.0,35367.89,-0.09522451014182637,1
34777,chevrolet,silverado1500,excellent,8 cylinders,gas,102769.0,clean,automatic,3GCUKREC6HG190395,4wd,pickup,white,4.0,39200.0,33094.19,0.05084910674653157,1
7500,chevrolet,impalalt,good,6 cylinders,gas,70691.0,clean,automatic,2G1WB5ENXA1215731,fwd,sedan,red,11.0,23695.0,7884.11,-0.04871951304586056,1
11993,mitsubishi,outlandersport,excellent,4 cylinders,gas,60006.0,clean,automatic,JA4AR3AW9GZ044982,4wd,SUV,grey,5.0,23495.0,13227.64,-0.09333788944966748,1
34590,ford,mustanggtpremium,good,8 cylinders,gas,30970.0,clean,other,1FATP8FF6F5341651,rwd,other,white,6.0,40000.0,34695.07,-0.003028384147949542,1
29990,chevrolet,silverado1500double,good,8 cylinders,gas,26129.0,clean,other,1GCVKREC7EZ196951,4wd,pickup,brown,7.0,38500.0,29990.0,0.0,1
36990,chevrolet,camarolt1coupe2d,good,8 cylinders,gas,5535.0,clean,manual,1G1FE1R7XL0132908,rwd,coupe,black,1.0,41200.0,36834.73,0.004215315274470501,1
38990,jeep,wranglerunlimitedrubicon,good,6 cylinders,gas,20676.0,clean,other,1C4BJWFG3HL547853,4wd,other,red,4.0,43800.0,38990.0,0.0,1
4200,chevrolet,impala,excellent,6 cylinders,gas,144000.0,clean,automatic,2G1WB5EK8A1173758,fwd,sedan,white,11.0,24500.0,4907.31,-0.14413395526265924,0
6900,cadillac,ctsawd,good,6 cylinders,gas,107256.0,clean,automatic,1G6DG577690142365,4wd,sedan,blue,12.0,43000.0,8008.15,-0.1383777776390302,0
34590,ford,mustanggtcoupe2d,good,8 cylinders,gas,9982.0,clean,other,1FA6P8CF0H5345974,rwd,coupe,black,4.0,42500.0,35252.1,-0.018781859804096735,1
14000,chrysler,200,excellent,6 cylinders,gas,64239.0,clean,automatic,1C3CCCCG2FN541145,4wd,sedan,white,6.0,26445.0,14145.22,-0.01026636559912107,1
13995,ford,fusionse,good,4 cylinders,gas,77783.0,clean,automatic,3FA6P0H73GR357972,fwd,sedan,silver,5.0,22000.0,13396.37,0.04468598583048984,1
41900,ford,f150,excellent,8 cylinders,gas,13596.0,clean,automatic,1FTEW1E53LFA27211,4wd,pickup,white,1.0,48500.0,43098.1,-0.02779936934574839,1
36990,gmc,sierra2500hddoublecab,good,8 cylinders,gas,23190.0,clean,other,1GT22REG1GZ401351,4wd,pickup,black,5.0,40400.0,36990.0,0.0,1
6995,chevrolet,sonic,good,4 cylinders,gas,76000.0,clean,automatic,1G1JA6SH5G4110321,fwd,hatchback,white,5.0,15500.0,7830.12,-0.10665481499644959,0
8990,chevrolet,cruze,excellent,4 cylinders,gas,99767.0,clean,manual,1G1PF5SB2D7323478,fwd,sedan,black,8.0,20200.0,8569.33,0.049090185580436284,1
29400,jeep,wranglerunlimitedsahara,excellent,6 cylinders,gas,70942.0,clean,automatic,1C4HJWEG2DL607773,4wd,SUV,green,8.0,38500.0,24937.65,0.17894027705096505,2
4800,honda,crvex,good,4 cylinders,gas,200376.0,clean,automatic,JHLRD788X4C015059,4wd,SUV,black,17.0,24200.0,4823.15,-0.004799767786612409,1
35590,gmc,sierra1500doublecabsle,good,6 cylinders,gas,22299.0,clean,automatic,1GTV2MEH3JZ364674,4wd,pickup,silver,3.0,42500.0,35561.6,0.0007986142355799924,1
14700,ford,f150xlt,excellent,8 cylinders,gas,230223.0,clean,automatic,1FTFW1CF6EFB37964,rwd,pickup,blue,7.0,35100.0,15993.94,-0.08090189159144029,1
13999,toyota,venzaleawd,good,4 cylinders,gas,101420.0,clean,automatic,4T3BA3BB7FU067026,4wd,wagon,silver,6.0,30700.0,15498.65,-0.09676004039061464,1
33990,ford,superdutyf250srw,good,8 cylinders,diesel,49678.0,clean,automatic,1FTBF2BT2CEA75283,4wd,truck,white,9.0,53445.0,34585.1,-0.01720683184377083,1
34990,lexus,rx350sportutility4d,good,6 cylinders,gas,21959.0,clean,other,2T2ZZMCAXJC097770,fwd,SUV,silver,3.0,45000.0,34731.92,0.007430628655139185,1
38990,infiniti,qx60luxesportutility,good,6 cylinders,gas,5279.0,clean,other,5N1DL0MN9LC508268,fwd,other,black,1.0,42300.0,38876.0,0.0029324004527214735,1
5500,hyundai,elantra,excellent,4 cylinders,gas,97000.0,clean,automatic,KMHDH6AH0EU028457,fwd,coupe,white,7.0,18600.0,6647.8,-0.172658623905653,0
22000,chevrolet,corvette,like new,8 cylinders,gas,42700.0,clean,automatic,1G1YY22G025118825,rwd,coupe,silver,19.0,49000.0,23050.78,-0.045585442227985294,1
46960,jeep,grandcherokee,excellent,8 cylinders,gas,16975.0,clean,automatic,1C4RJFBT0LC101587,4wd,SUV,black,1.0,48500.0,46665.8,0.006304402796051864,1
11974,ford,f150,excellent,8 cylinders,gas,153432.0,clean,automatic,1FTPW14524KD36056,4wd,truck,blue,17.0,33700.0,11479.56,0.04307133722895307,1
3200,honda,odyssey,good,6 cylinders,gas,208795.0,clean,automatic,5FNRL38238B103075,fwd,mini-van,grey,13.0,28330.0,4168.29,-0.2322990962720924,0
8995,cadillac,escaladeesv,good,8 cylinders,gas,229505.0,clean,automatic,1GYFK26209R108856,4wd,SUV,white,12.0,83500.0,9197.76,-0.02204449779076647,1
7498,ford,expedition,excellent,8 cylinders,gas,195672.0,clean,automatic,1FMFU18529LA11352,4wd,SUV,red,12.0,50050.0,8302.83,-0.09693441874637924,1
7999,toyota,prius,good,4 cylinders,hybrid,148897.0,clean,automatic,JTDKN3DU1A0055972,fwd,hatchback,silver,11.0,24000.0,7492.43,0.06761090861042408,1
12537,volkswagen,jetta,excellent,4 cylinders,gas,62510.0,clean,automatic,3VW2B7AJ9HM412328,fwd,sedan,black,4.0,19500.0,12472.9,0.005139141659116995,1
9900,hyundai,elantrase,like new,4 cylinders,gas,62750.0,clean,automatic,5NPD74LF0HH095923,fwd,sedan,black,4.0,18900.0,11392.4,-0.1309996137776061,0
10999,dodge,journey,good,6 cylinders,gas,121146.0,clean,automatic,3C4PDCBB7HT582471,fwd,SUV,white,4.0,27000.0,11285.99,-0.025428872433875965,1
9950,pontiac,solstice,excellent,4 cylinders,gas,71561.0,clean,automatic,1G2MG35X88Y109618,rwd,convertible,silver,13.0,30495.0,9986.9,-0.003694840240715301,1
44995,ram,2500,good,6 cylinders,diesel,118600.0,clean,automatic,3C6UR5FL3GG155743,4wd,truck,black,5.0,64900.0,45065.73,-0.0015694852829412327,1
11995,dodge,charger,excellent,8 cylinders,gas,120856.0,clean,automatic,2B3CM5CT7BH517381,4wd,sedan,black,10.0,36000.0,13856.59,-0.13434690641781277,0
11795,chevrolet,express2500cargovan,good,8 cylinders,gas,177439.0,clean,automatic,1GCWGFCA8E1139663,fwd,van,blue,7.0,25000.0,10802.22,0.09190518245323653,1
4150,gmc,envoydenali,excellent,8 cylinders,gas,200000.0,clean,automatic,1GKET63M172116049,4wd,SUV,silver,14.0,45000.0,6504.23,-0.3619536824497288,0
3995,kia,sedona,excellent,6 cylinders,gas,118179.0,clean,automatic,KNDMB233776173681,fwd,mini-van,black,14.0,26700.0,4350.3,-0.08167252833137949,1
35990,ram,1500crewcabbighorn,good,8 cylinders,gas,21885.0,clean,other,1C6RR7LT8JS335046,4wd,pickup,white,3.0,43000.0,36098.0,-0.0029918555044600808,1
25990,gmc,acadiaslt2sportutility,good,6 cylinders,gas,70640.0,clean,other,1GKKNNLS8KZ159484,fwd,SUV,white,2.0,38500.0,25990.0,0.0,1
12500,honda,accord,good,4 cylinders,gas,73189.0,clean,automatic,1HGCP2F75CA225099,fwd,sedan,grey,9.0,24000.0,11302.86,0.10591478616916421,2
47990,chevrolet,tahoeltsportutility,good,8 cylinders,gas,34216.0,clean,other,1GNSKBKC1KR138450,4wd,other,white,2.0,62895.0,47116.53,0.018538504427214848,1
13351,kia,soul,excellent,4 cylinders,gas,59491.0,clean,automatic,KNDJN2A24F7149075,fwd,sedan,white,6.0,16500.0,11693.17,0.1417776360046078,2
23590,chevrolet,camarosscoupe2d,good,8 cylinders,gas,38905.0,clean,other,2G1FK1EJ8B9122277,rwd,coupe,red,10.0,39800.0,23493.1,0.004124615312581203,1
6490,saturn,vue,excellent,4 cylinders,hybrid,98001.0,clean,automatic,5GZCZ33Z97S809671,fwd,SUV,blue,14.0,22820.0,6677.18,-0.02803279228656413,1
42500,ford,f150raptorsvt,excellent,8 cylinders,gas,61940.0,clean,automatic,1FTFW1R64CFA43604,4wd,truck,red,9.0,45900.0,34756.54,0.22279145162320527,2
5388,honda,civicvp,good,4 cylinders,gas,221739.0,clean,automatic,19XFA1F31AE004453,fwd,sedan,grey,11.0,18425.0,5258.9,0.02454886002776253,1
10995,mazda,cx9,good,6 cylinders,gas,102061.0,clean,automatic,JM3TB3CV8B0331421,4wd,SUV,silver,10.0,34000.0,11304.78,-0.02740256776337095,1
31995,mercedes-benz,eclass,excellent,4 cylinders,gas,39556.0,clean,automatic,WDDZF4JB3JA328074,rwd,sedan,grey,3.0,52000.0,31989.53,0.00017099344691845,1
34950,chevrolet,coloradoz71,excellent,6 cylinders,gas,21667.0,clean,automatic,1GCGTDE31G1377859,4wd,pickup,white,5.0,38500.0,34419.26,0.01541985504627345,1
38590,ford,f150supercrewcablariat,good,8 cylinders,other,41804.0,clean,other,1FTEW1EF4FFB55826,4wd,pickup,brown,6.0,48500.0,38894.1,-0.00781866658439194,1
4951,toyota,camry,excellent,4 cylinders,gas,190500.0,clean,manual,4T1BE46K67U094250,fwd,sedan,red,14.0,23500.0,4908.63,0.008631736350060993,1
8990,hyundai,elantragthatchback,good,4 cylinders,gas,83314.0,clean,automatic,KMHD35LE6DU108288,fwd,hatchback,black,8.0,18600.0,8472.75,0.061048655985364846,1
14990,dodge,dart,good,4 cylinders,gas,76120.0,clean,automatic,1C3CDFFA4GD819556,fwd,sedan,red,5.0,19695.0,13802.63,0.08602490974546162,1
26990,infiniti,qx6035sportutility,good,6 cylinders,gas,24374.0,clean,other,5N1AL0MN8GC521781,fwd,SUV,black,5.0,42300.0,27118.05,-0.004721947190155608,1
35590,jaguar,ftypev8sconvertible,good,8 cylinders,gas,76372.0,clean,other,SAJWA6GL8EMK00863,rwd,other,black,7.0,103000.0,35969.2,-0.010542352901927125,1
38590,lexus,es350luxurysedan4d,good,6 cylinders,other,11599.0,clean,other,58ABZ1B16KU051206,fwd,sedan,white,2.0,39900.0,38449.1,0.003664585126830055,1
6999,ford,taurus,excellent,6 cylinders,gas,79000.0,clean,automatic,1FAHP24W48G179208,fwd,sedan,silver,13.0,26000.0,7373.15,-0.05074493262716745,1
3050,ford,focusse,good,4 cylinders,gas,104859.0,clean,automatic,1FAFP34P43W302476,fwd,hatchback,grey,18.0,13995.0,3380.71,-0.09782264672213827,1
22500,ford,f350dieselspowerstroke,excellent,8 cylinders,diesel,117000.0,clean,automatic,1FTSX31P04EC34519,4wd,pickup,silver,17.0,35000.0,19546.97,0.15107354234441445,2
39590,ford,mustanggtcoupe2d,good,8 cylinders,gas,1988.0,clean,other,1FA6P8CF9L5171928,rwd,coupe,black,1.0,43270.0,39590.0,0.0,1
14995,gmc,acadia,excellent,6 cylinders,gas,139639.0,clean,automatic,1GKKVTED1CJ243567,4wd,SUV,white,9.0,48900.0,14000.69,0.07101864265261208,1
40000,volkswagen,atlas,excellent,6 cylinders,gas,21500.0,clean,automatic,1V2NR2CA1KC545006,4wd,SUV,blue,2.0,47800.0,39228.05,0.019678520854337574,1
12999,honda,pilotexl,excellent,6 cylinders,gas,114459.0,clean,automatic,5FNYF4H58CB057092,4wd,SUV,blue,9.0,38700.0,12847.84,0.011765401810732377,1
11995,volkswagen,jetta,excellent,4 cylinders,gas,63930.0,clean,automatic,3VW2K7AJ1EM439955,fwd,sedan,black,7.0,18500.0,11357.09,0.05616843751348275,1
15400,subaru,outback,excellent,4 cylinders,gas,104345.0,clean,automatic,4S4BSBJC0F3204923,4wd,SUV,black,6.0,30995.0,15689.39,-0.018444949102546335,1
32590,cadillac,cts36luxurysedan4d,good,6 cylinders,gas,21335.0,clean,other,1G6AR5SS8J0137892,rwd,sedan,black,3.0,50000.0,32880.0,-0.008819951338199513,1
25990,chevrolet,silverado1500regular,good,8 cylinders,other,82140.0,clean,automatic,1GCNKREC1EZ373672,4wd,pickup,black,7.0,38500.0,26090.19,-0.0038401406812291782,1
39990,ram,1500crewcabbighorn,good,6 cylinders,gas,19381.0,clean,other,1C6RRFFG8KN755883,4wd,pickup,red,2.0,40900.0,39026.97,0.024676012511347892,1
36900,chevrolet,tahoe,excellent,8 cylinders,gas,98000.0,clean,automatic,1GNSKBKC1JR159376,4wd,SUV,silver,3.0,56900.0,36987.98,-0.0023786105648376365,1
22995,chevrolet,corvette,good,8 cylinders,gas,87110.0,clean,manual,1G1YY12SX15131126,rwd,coupe,grey,20.0,49000.0,20367.27,0.12901729097714124,2
8862,buick,lucerne,excellent,6 cylinders,gas,63504.0,clean,automatic,1G4HD57258U170883,fwd,sedan,silver,13.0,32600.0,9461.55,-0.06336699589390737,1
35990,jeep,wranglerunlimitedsports,good,6 cylinders,gas,36651.0,clean,other,1C4BJWDG4HL578953,4wd,other,black,4.0,36800.0,35108.18,0.025117223393522528,1
14495,dodge,durango,good,6 cylinders,gas,95394.0,clean,automatic,1D4RE4GG3BC674926,4wd,SUV,black,10.0,32965.0,13491.07,0.07441440893865352,1
12995,toyota,camry,good,4 cylinders,gas,64805.0,clean,automatic,4T1BE46K09U416352,fwd,sedan,black,12.0,22700.0,11395.21,0.14039144517740357,2
34500,honda,odyssey,like new,6 cylinders,gas,17498.0,clean,automatic,5FNRL6H78LB053165,fwd,mini-van,white,1.0,35500.0,32875.11,0.049426146406810485,1
31990,chrysler,pacificalimited,good,6 cylinders,gas,34925.0,clean,other,2C4RC1GG9KR731896,fwd,van,white,2.0,40000.0,31930.2,0.0018728351216089868,1
13500,chevrolet,silverado1500,excellent,8 cylinders,gas,110000.0,clean,automatic,3GCPCSE03BG262961,rwd,pickup,blue,10.0,39600.0,16325.6,-0.17307786543833,0
16950,dodge,durango,excellent,8 cylinders,other,83347.0,clean,automatic,1C4SDHET1CC152791,rwd,other,black,9.0,43995.0,22415.82,-0.24383761111572094,0
45000,ford,f150,excellent,8 cylinders,gas,20500.0,clean,automatic,1FTEW1EF6FFB82798,4wd,truck,silver,6.0,55500.0,47426.56,-0.05116457950987796,1
7995,chevrolet,cruze,excellent,4 cylinders,gas,80324.0,clean,automatic,1G1PA5SGXD7132949,fwd,sedan,custom,8.0,18500.0,7949.93,0.005669232307705817,1
22500,jeep,wrangler,good,6 cylinders,gas,66811.0,clean,automatic,1C4AJWAG7EL327467,4wd,SUV,white,7.0,27895.0,20841.22,0.079591309913719,1
18995,ford,f350xlt,good,8 cylinders,diesel,131000.0,clean,automatic,1FTWW33P64EC54677,4wd,pickup,white,17.0,48000.0,20191.9,-0.05927624443464961,1
7490,mercedes-benz,cclass,excellent,6 cylinders,gas,146425.0,clean,automatic,WDDGF56X88F164044,rwd,sedan,silver,13.0,35000.0,7885.75,-0.05018546111657103,1
19500,buick,enclave,excellent,6 cylinders,gas,22324.0,clean,automatic,5GAKVCED6CJ270485,4wd,SUV,grey,9.0,41000.0,20706.44,-0.0582639990263898,1
26990,nissan,titansinglecabsv,good,8 cylinders,gas,41335.0,clean,other,1N6AA1R84HN570756,4wd,pickup,red,4.0,40190.0,26990.0,0.0,1
26900,chevrolet,silverado1500,excellent,8 cylinders,gas,100300.0,clean,automatic,1GCVKREC4FZ253477,4wd,truck,silver,6.0,38400.0,27784.33,-0.031828372323536386,1
29900,gmc,yukon,good,8 cylinders,gas,91665.0,clean,automatic,1GKS2AKC3FR526714,4wd,SUV,white,6.0,48700.0,30521.8,-0.02037232404379818,1
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0,43000.0,39590.0,0.0,1
34590,ford,mustanggtpremium,good,8 cylinders,gas,30970.0,clean,other,1FATP8FF6F5341651,rwd,other,white,6.0,43500.0,35086.2,-0.014142312362125199,1
38590,nissan,titanxdcrewcabpro4x,good,8 cylinders,diesel,43872.0,clean,other,1N6BA1F46GN510515,4wd,pickup,red,5.0,45000.0,37156.73,0.03857363121028133,1
14288,honda,accordsedansport,good,4 cylinders,gas,141523.0,clean,automatic,1HGCR2F54EA006775,fwd,sedan,white,7.0,23500.0,13318.32,0.07280798178749275,1
22900,buick,enclaveleather,like new,6 cylinders,gas,96788.0,clean,automatic,5GAKRBKD7HJ178540,fwd,SUV,black,4.0,40400.0,21234.34,0.07844180699753324,1
6975,jeep,grandcherokeelimited4x4,excellent,6 cylinders,diesel,133098.0,clean,automatic,1J8HR58M07C637680,4wd,SUV,silver,14.0,40705.0,8409.66,-0.1705966709712402,0
2499,ford,explorer,excellent,6 cylinders,gas,173990.0,clean,automatic,1FMZU62EX2ZA34335,rwd,SUV,grey,19.0,25000.0,3719.98,-0.3282221947429825,0
29965,chevrolet,silverado1500ltz,good,8 cylinders,other,108305.0,clean,automatic,3GCUKSECXEG178544,4wd,pickup,white,7.0,43000.0,29501.43,0.015713475584064898,1
11000,ford,f150,excellent,6 cylinders,gas,59256.0,clean,automatic,1FTMF1CM8CKE37578,rwd,pickup,green,9.0,27000.0,12192.78,-0.09782674664842642,1
23990,lincoln,navigatorsportutility,good,8 cylinders,gas,63065.0,clean,other,5LMJJ2J54DEL09382,4wd,other,black,8.0,61640.0,24020.1,-0.0012531171810274955,1
4600,honda,civic,good,4 cylinders,gas,197222.0,clean,automatic,1HGFA16896L052987,fwd,sedan,black,15.0,19500.0,4362.67,0.05440017237150642,1
8570,lincoln,aviator,excellent,8 cylinders,gas,83237.0,clean,automatic,5LMEU88H04ZJ04050,4wd,SUV,white,17.0,45500.0,10344.01,-0.17150118764386346,0
27990,toyota,tacomadoublecabpickup,good,6 cylinders,gas,67245.0,clean,other,5TFLU4EN4CX030112,4wd,pickup,silver,9.0,29200.0,27228.68,0.027960224292914667,1
14295,gmc,terrainsle2awd,like new,6 cylinders,gas,111979.0,clean,automatic,2GKFLWE3XF6207538,4wd,SUV,white,6.0,30900.0,14507.15,-0.014623823425000751,1
5950,subaru,imprezasportwagon,excellent,4 cylinders,gas,168400.0,clean,automatic,JF1GH63698H814323,4wd,wagon,blue,13.0,22300.0,6532.13,-0.0891179446826686,1
4995,nissan,maximasl,excellent,6 cylinders,gas,144000.0,clean,automatic,1N4BA41E05C820405,fwd,sedan,black,16.0,28990.0,5125.27,-0.0254171975330081,1
31995,ford,f150,excellent,6 cylinders,gas,109500.0,clean,other,1FTEW1EG8FFB72542,4wd,truck,white,6.0,38900.0,30710.32,0.04183219191463978,1
36900,ford,f250superduty,excellent,8 cylinders,gas,73394.0,clean,automatic,1FT7W2B6XGEA62285,4wd,truck,white,5.0,42400.0,35865.75,0.028836703540285648,1
12995,mercedes-benz,glclassgl450,excellent,8 cylinders,gas,138484.0,clean,automatic,4JGBF71E48A416712,4wd,SUV,black,13.0,60000.0,13085.32,-0.00690239138209839,1
5998,ford,fiestase,like new,4 cylinders,gas,89687.0,clean,automatic,3FADP4BJXEM202297,fwd,sedan,blue,7.0,16500.0,6024.48,-0.004395400100921501,1
7995,toyota,rav4,excellent,4 cylinders,gas,92947.0,clean,automatic,JTMZD33V465001457,fwd,SUV,black,15.0,22750.0,7827.98,0.0213362834345515,1
6990,chevrolet,tahoe4x4,good,8 cylinders,gas,120766.0,clean,automatic,1GNEK13Z16J148104,4wd,SUV,red,15.0,42000.0,8280.23,-0.1558205508784176,0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0,38000.0,27435.14,0.02022442750428832,1
15989,lexus,rx350,good,6 cylinders,gas,97000.0,clean,automatic,2T2BK1BAXCC136043,4wd,SUV,silver,9.0,43950.0,15919.05,0.0043941064322306125,1
43991,mercedes-benz,eclass,excellent,6 cylinders,gas,31481.0,clean,automatic,WDD1J6FB6JF046448,rwd,coupe,white,3.0,60000.0,43731.45,0.005935087905843573,1
37990,toyota,tundradoublecabsr,good,8 cylinders,gas,22870.0,clean,other,5TFUM5F13GX069124,4wd,pickup,black,5.0,43415.0,37990.0,0.0,1
16000,chevrolet,silverado15004wd,excellent,8 cylinders,gas,145500.0,clean,automatic,1GCRKSE7XCZ235461,4wd,pickup,brown,9.0,40900.0,16946.14,-0.05583218361231522,1
34990,jeep,grandcherokeetrailhawk,good,6 cylinders,gas,37509.0,clean,other,1C4RJFLG1JC138453,4wd,other,black,3.0,44600.0,34990.0,0.0,1
26350,ford,edge,excellent,6 cylinders,gas,54600.0,clean,automatic,2FMPK4K83HBC05532,4wd,wagon,black,4.0,39990.0,27136.01,-0.028965570104079356,1
25990,ford,mustanggtpremium,good,8 cylinders,gas,24122.0,clean,other,1ZVBP8FFXB5151039,rwd,other,blue,10.0,39995.0,26016.0,-0.0009993849938499384,1
11000,toyota,camry,excellent,6 cylinders,gas,105795.0,clean,automatic,4T1BK1FK5CU501749,fwd,sedan,red,9.0,25000.0,10410.01,0.05667525775671683,1
34990,gmc,canyoncrewcabslepickup,good,6 cylinders,gas,34425.0,clean,other,1GTG6CE36G1115577,4wd,pickup,red,5.0,35900.0,34990.0,0.0,1
7500,audi,a8lquatro,good,8 cylinders,gas,150000.0,clean,automatic,WAUML44E44N024183,4wd,sedan,blue,17.0,56000.0,7347.02,0.02082204757847393,1
28990,toyota,4runnerlimitedsport,good,6 cylinders,gas,100176.0,clean,other,JTEBU5JR8E5184357,4wd,other,silver,7.0,34700.0,25725.02,0.12691846303715215,2
4999,ford,escapexltsport,excellent,6 cylinders,gas,143493.0,clean,automatic,1FMCU03G59KA53624,fwd,SUV,black,12.0,23970.0,5499.59,-0.0910231489983799,1
17990,mitsubishi,outlandergtsport,good,6 cylinders,gas,59014.0,clean,other,JA4JZ4AX3FZ014258,4wd,other,silver,6.0,33500.0,19128.87,-0.059536710741408094,1
52990,ford,superdutyf550drw,good,8 cylinders,diesel,15886.0,clean,automatic,1FDUF5HT8EEB30478,4wd,truck,white,7.0,73000.0,53019.96,-0.0005650702112939943,1
23965,subaru,outback25itouring,excellent,4 cylinders,gas,53377.0,clean,automatic,4S4BSATC1H3351150,4wd,hatchback,white,4.0,34495.0,23791.95,0.007273468547134609,1
18690,ford,explorer,excellent,6 cylinders,gas,90475.0,clean,automatic,1FM5K8GTXEGA04775,4wd,SUV,white,7.0,41800.0,18084.4,0.033487425626506744,1
31900,gmc,sierra1500,excellent,8 cylinders,gas,145000.0,clean,automatic,3GTU2VEC4FG242189,4wd,truck,grey,6.0,42300.0,31472.83,0.01357265933822914,1
49990,gmc,yukonsltsportutility4d,good,8 cylinders,other,33829.0,clean,other,1GKS2BKC1LR253175,4wd,SUV,black,1.0,55000.0,49439.78,0.01112909483011456,1
7995,ford,escape,excellent,6 cylinders,gas,84933.0,clean,automatic,1FMCU9DGXAKC30451,4wd,wagon,grey,11.0,26990.0,8606.06,-0.07100345570446866,1
41590,lexus,rx350sportutility4d,good,6 cylinders,gas,14072.0,clean,automatic,2T2ZZMCA7KC122397,fwd,SUV,blue,2.0,45000.0,40481.3,0.02738795443822202,1
20590,chevrolet,impalaltsedan4d,good,6 cylinders,gas,50249.0,clean,other,2G1105S37J9139678,fwd,sedan,silver,3.0,28900.0,21286.77,-0.032732537627831765,1
7490,honda,civic,good,4 cylinders,gas,153185.0,clean,manual,2HGFA55517H716930,fwd,sedan,black,14.0,21500.0,6967.19,0.0750388607171615,1
21990,chrysler,pacificatouringl,good,6 cylinders,gas,20941.0,clean,other,2C4RC1BG8HR796612,fwd,van,silver,4.0,34800.0,22096.0,-0.004797248370745836,1
2995,ford,taurus,good,6 cylinders,gas,152974.0,clean,automatic,1FAHP53264A190465,fwd,sedan,blue,17.0,20310.0,3355.54,-0.10744619345917497,0
27990,gmc,sierra2500hdextendedcab,good,8 cylinders,gas,68696.0,clean,other,1GT220CG8CZ231238,4wd,pickup,black,9.0,42600.0,27990.0,0.0,1
39590,ford,mustanggtpremiumcoupe2d,good,8 cylinders,gas,1419.0,clean,other,1FA6P8CF5L5136223,rwd,coupe,white,1.0,42500.0,39584.0,0.00015157639450282944,1
